name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Copenhagen,2022-07-01,20.8,15.2,18.2,20.8,15.2,18.2,16,87.7,3.119,100,29.17,rain,0,0,41.6,25.5,202.9,1014.1,80.7,29.5,111.5,9.4,5,10,2022-07-01T04:30:31,2022-07-01T21:56:19,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06180099999,E7634,E5732,06170099999,06188099999,02635099999"
Copenhagen,2022-07-02,22.5,14.7,18.5,22.5,14.7,18.5,12.2,68.9,0.125,100,16.67,rain,0,0,41.9,24.5,234.3,1020.7,48.6,50.1,296.3,25.6,8,10,2022-07-02T04:31:21,2022-07-02T21:55:49,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"06180099999,02615099999,E7634,E5732,06170099999,06188099999,02635099999"
Copenhagen,2022-07-03,23.1,16.7,20.1,23.1,16.7,20.1,14.2,69.7,0.676,100,16.67,rain,0,0,51.9,25.9,136.4,1018.1,51.2,45.4,238.4,20.6,8,10,2022-07-03T04:32:14,2022-07-03T21:55:15,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06180099999,02615099999,E7634,E5732,06170099999,06188099999,02635099999"
Copenhagen,2022-07-04,21.1,13.3,17.4,21.1,13.3,17.4,12.7,75,6.152,100,16.67,rain,0,0,51.3,25.6,243,1015.7,55.2,51,209.3,18,7,10,2022-07-04T04:33:10,2022-07-04T21:54:38,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"06180099999,02615099999,E7634,E5732,06170099999,06188099999,02635099999"
Copenhagen,2022-07-05,20.6,13.9,16.4,20.6,13.9,16.4,10.7,69.7,0.21,100,16.67,rain,0,0,45.7,23.6,241.7,1017.7,72.2,52.5,217.4,18.8,8,10,2022-07-05T04:34:10,2022-07-05T21:53:57,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"06180099999,06174099999,E7634,06170099999,06188099999,02635099999"
Copenhagen,2022-07-06,19.1,11.4,15.7,19.1,11.4,15.7,8.7,64.6,0.027,100,8.33,rain,0,0,38.9,29.2,268.2,1017.9,53.5,52.4,229,19.7,8,10,2022-07-06T04:35:13,2022-07-06T21:53:13,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"06180099999,E7634,06170099999,06188099999,02635099999"
Copenhagen,2022-07-07,20.4,14.5,17,20.4,14.5,17,13.5,80.5,3.131,100,41.67,rain,0,0,45.6,24.5,284.5,1013.2,80.9,40.5,163.3,14,5,10,2022-07-07T04:36:18,2022-07-07T21:52:25,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"06180099999,E7634,06170099999,06188099999,02635099999"
Copenhagen,2022-07-08,20.2,13.9,16.7,20.2,13.9,16.7,11.4,72.2,0,0,0,,0,0,35.4,24.5,284.2,1021.6,64.1,45.3,190.2,16.6,6,10,2022-07-08T04:37:26,2022-07-08T21:51:33,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06180099999,E7634,06170099999,06188099999,02635099999"
Copenhagen,2022-07-09,18.6,14.6,16.2,18.6,14.6,16.2,9.6,66,0.167,100,8.33,rain,0,0,53.8,32.8,282.2,1018.9,68.8,49.5,165.2,14.2,6,10,2022-07-09T04:38:37,2022-07-09T21:50:38,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06180099999,E7634,06170099999,06188099999,02635099999"
Copenhagen,2022-07-10,20.5,12.1,16.7,20.5,12.1,16.7,8.7,61.3,0,0,0,,0,0,50.6,28,302,1016.6,36.9,48.4,288.3,24.9,8,10,2022-07-10T04:39:51,2022-07-10T21:49:39,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06180099999,02615099999,E7634,06170099999,06188099999,02635099999"
Copenhagen,2022-07-11,22.7,13.9,18.5,22.7,13.9,18.5,9.3,57.5,0,0,0,rain,0,0,36.3,21.3,326.3,1020,44.7,59.4,291.8,25.2,9,10,2022-07-11T04:41:08,2022-07-11T21:48:37,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06180099999,02615099999,E7634,06170099999,06188099999,02635099999"
Copenhagen,2022-07-12,25.1,14.7,20,25.1,14.7,20,12.1,61.8,0,0,0,,0,0,34.7,20.1,301.9,1021.5,51,58.5,313.5,27,9,10,2022-07-12T04:42:26,2022-07-12T21:47:32,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06180099999,02615099999,E7634,06170099999,06188099999,02635099999"
Copenhagen,2022-07-13,25.8,16,20.9,25.8,16,20.9,12.7,61,0,0,0,,0,0,52.9,34.8,268.7,1015.4,56.9,53,305.8,26.5,8,10,2022-07-13T04:43:48,2022-07-13T21:46:23,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06180099999,E7634,06170099999,06188099999,02635099999"
Copenhagen,2022-07-14,18.9,13.5,15.9,18.9,13.5,15.9,9,64.1,0.312,100,12.5,rain,0,0,49.1,27.9,273.3,1014.4,59.4,53.9,192,16.5,7,10,2022-07-14T04:45:11,2022-07-14T21:45:12,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06180099999,E7634,06170099999,06188099999,02635099999"
Copenhagen,2022-07-15,19.9,12.5,16,19.9,12.5,16,8.3,61.4,0.132,100,12.5,rain,0,0,54.8,29.9,275.6,1014.3,61.1,47.8,251.9,21.7,9,10,2022-07-15T04:46:37,2022-07-15T21:43:57,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06180099999,02615099999,E7634,02623099999,06170099999,02611099999,06188099999,02635099999,EKCH,EKRK"
Copenhagen,2022-07-16,20.7,12.3,16.2,20.7,12.3,16.2,9.5,66.3,0.929,100,20.83,rain,0,0,53.6,28,287.4,1015.6,57.4,55.8,278.2,24,10,10,2022-07-16T04:48:05,2022-07-16T21:42:39,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"06180099999,D6801,E7634,06170099999,06188099999,02635099999"
Copenhagen,2022-07-17,21,12.9,17.1,21,12.9,17.1,10,64.1,0,0,0,,0,0,46.4,26.6,277,1022.9,63.1,50.4,266,23.1,8,10,2022-07-17T04:49:34,2022-07-17T21:41:18,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06180099999,D6801,E7634,06170099999,06188099999,02635099999"
Copenhagen,2022-07-18,22.4,15.6,18.4,22.4,15.6,18.4,13.5,74,0.009,100,4.17,rain,0,0,32.5,20.5,231.4,1021.6,74.8,42.5,141.9,12.2,6,10,2022-07-18T04:51:06,2022-07-18T21:39:54,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"06180099999,E7634,06170099999,06188099999,02635099999"
Copenhagen,2022-07-19,24.8,14.9,20.7,24.8,14.9,20.7,13.2,63.5,0,0,0,,0,0,29.5,15.1,192.1,1019.7,23.2,40.1,290.1,25,8,10,2022-07-19T04:52:40,2022-07-19T21:38:28,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06180099999,02615099999,E7634,06170099999,06188099999,02635099999"
Copenhagen,2022-07-20,28.3,14.6,22.4,27.7,14.6,22.3,12.6,56.6,0,0,0,,0,0,36,24.7,128.8,1018.9,0.9,39.9,295.7,25.6,8,10,2022-07-20T04:54:15,2022-07-20T21:36:58,0.75,Clear,Clear conditions throughout the day.,clear-day,"06180099999,E7634,06170099999,06188099999,02635099999"
Copenhagen,2022-07-21,26.8,19.7,23.2,27.1,19.7,23.2,16.1,65.1,0,0,0,,0,0,36.8,34,173.1,1014.1,44.4,32.5,239.5,20.8,8,10,2022-07-21T04:55:52,2022-07-21T21:35:26,0.76,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06180099999,E7634,06170099999,06188099999,02635099999"
Copenhagen,2022-07-22,21.9,16.1,18.2,21.9,16.1,18.2,13.1,73.3,0.112,100,4.17,rain,0,0,40.7,25.5,228.4,1014.9,70,32.9,126.7,11,4,10,2022-07-22T04:57:30,2022-07-22T21:33:52,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"06180099999,E7634,06170099999,06188099999,02635099999"
Copenhagen,2022-07-23,16.8,13.8,15.2,16.8,13.8,15.2,13.7,90.9,1.664,100,50,rain,0,0,36,22.5,245.3,1015.1,99.4,24.7,46,4,2,10,2022-07-23T04:59:10,2022-07-23T21:32:14,0.82,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"06180099999,02615099999,E7634,06170099999,06188099999,02635099999"
Copenhagen,2022-07-24,20,13.7,16.8,20,13.7,16.8,12.1,74.7,0.025,100,4.17,rain,0,0,28.8,18.7,211.7,1017.8,72.3,44.4,209.3,18.1,7,10,2022-07-24T05:00:52,2022-07-24T21:30:35,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"06180099999,D6801,02615099999,E7634,06170099999,06188099999,02635099999"
Copenhagen,2022-07-25,25.8,16.9,20.3,25.8,16.9,20.3,14.6,72.1,2.63,100,20.83,rain,0,0,48.9,24.5,161.2,1009,55.5,42.2,168.2,14.6,9,10,2022-07-25T05:02:34,2022-07-25T21:28:52,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06180099999,E7634,06170099999,06188099999,02635099999"
Copenhagen,2022-07-26,19.2,14.1,16.7,19.2,14.1,16.7,10.9,70.9,0.801,100,8.33,rain,0,0,52.3,33.7,260.2,1008.5,75.5,43.3,212.7,18.3,9,10,2022-07-26T05:04:18,2022-07-26T21:27:08,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"06180099999,D6801,E7634,06170099999,06188099999,02635099999"
Copenhagen,2022-07-27,17.5,12.5,14.8,17.5,12.5,14.8,9.5,71.3,0.217,100,20.83,rain,0,0,48.2,27.4,264.2,1013.4,89.4,41.2,84.4,7.3,3,10,2022-07-27T05:06:03,2022-07-27T21:25:21,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"06180099999,E7634,06170099999,06188099999,02635099999"
Copenhagen,2022-07-28,18.6,9.5,14.8,18.6,8.6,14.7,8.8,68.3,0,0,0,,0,0,25.2,15.1,249.9,1019.7,41.9,48.8,220.6,19.1,8,10,2022-07-28T05:07:49,2022-07-28T21:23:32,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06180099999,02615099999,E7634,06170099999,06188099999,02635099999"
Copenhagen,2022-07-29,21.1,12.7,16.7,21.1,12.7,16.7,11.3,71.6,0,0,0,,0,0,25.2,16.1,131,1021.9,57,46.1,281.2,24.3,9,10,2022-07-29T05:09:36,2022-07-29T21:21:41,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06180099999,D6801,02615099999,E7634,06170099999,06188099999,02635099999"
Copenhagen,2022-07-30,22.5,14.2,18,22.5,14.2,18,11.5,68.6,0,0,0,,0,0,37.4,21.1,120.5,1019.7,57.3,57.4,265.8,23,8,10,2022-07-30T05:11:24,2022-07-30T21:19:48,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06180099999,D6801,E4498,02615099999,E7634,06170099999,06188099999,02635099999"
Copenhagen,2022-07-31,20.7,14.4,17.6,20.7,14.4,17.6,13.8,79.3,0.105,100,12.5,rain,0,0,36,20.8,141.5,1016.3,60.7,46.4,193.5,16.8,8,10,2022-07-31T05:13:13,2022-07-31T21:17:52,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"06180099999,02615099999,E7634,06170099999,06188099999,02635099999"
Copenhagen,2022-08-01,21.2,13.8,17.7,21.2,13.8,17.7,12.6,75.3,1.113,100,16.67,rain,0,0,30.6,22,267.5,1013.7,64.9,29.5,209.1,18.1,8,10,2022-08-01T05:15:03,2022-08-01T21:15:55,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"06180099999,02615099999,E7634,ESMS,02623099999,06170099999,02611099999,06188099999,02635099999,EKCH,06181099999,EKRK"
Copenhagen,2022-08-02,20.2,9.2,15.4,20.2,8.5,15.4,10,71.5,0.163,100,8.33,rain,0,0,25.2,22.8,197.3,1017.1,68.8,40.6,231,20,8,10,2022-08-02T05:16:53,2022-08-02T21:13:56,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"06180099999,06154099999,02615099999,E7634,06170099999,06188099999,02635099999,EKCH"
Copenhagen,2022-08-03,26.6,16.7,21.3,26.6,16.7,21.3,15.1,68.4,0.266,100,8.33,rain,0,0,38.9,25.9,180.6,1014.5,66.4,45.3,201.2,17.3,7,10,2022-08-03T05:18:44,2022-08-03T21:11:55,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"06180099999,02615099999,E7634,06170099999,06188099999,02635099999"
Copenhagen,2022-08-04,28.4,16.9,22.8,28.5,16.9,22.8,16.5,70.4,1.042,100,12.5,rain,0,0,65.2,23.3,151.9,1013.7,52.5,34.7,258,22.5,8,10,2022-08-04T05:20:36,2022-08-04T21:09:52,0.23,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"06180099999,02615099999,E7634,06170099999,06188099999,02635099999"
Copenhagen,2022-08-05,19.9,14.6,17.5,19.9,14.6,17.5,13.9,79.8,5.884,100,33.33,rain,0,0,63.5,19.6,309,1014.2,70,43.6,128.3,11.2,6,10,2022-08-05T05:22:28,2022-08-05T21:07:48,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06180099999,E7634,06170099999,06188099999,02635099999"
Copenhagen,2022-08-06,19.5,11.5,16,19.5,11.5,16,8.7,63.2,0.499,100,12.5,rain,0,0,50.3,29.8,267.8,1022.1,52.9,56.7,213.5,18.7,7,10,2022-08-06T05:24:21,2022-08-06T21:05:42,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"06180099999,E7634,06170099999,06188099999,02635099999"
Copenhagen,2022-08-07,18,9.8,15.2,18,8.7,15.2,10.7,74.7,0.051,100,16.67,rain,0,0,34.4,23.6,234.8,1024.6,70,45.9,110,9.4,3,10,2022-08-07T05:26:14,2022-08-07T21:03:34,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06180099999,02615099999,E7634,06170099999,06188099999,02635099999"
Copenhagen,2022-08-08,21,12.7,16.9,21,12.7,16.9,12.6,76.8,0.023,100,8.33,rain,0,0,31,13.6,230.1,1025.3,74,36,149.5,12.9,4,10,2022-08-08T05:28:08,2022-08-08T21:01:25,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06180099999,02615099999,E7634,06170099999,06188099999,02635099999"
Copenhagen,2022-08-09,21.8,12.7,17.6,21.8,12.7,17.6,12.8,74.8,0,0,0,,0,0,21.6,13,52.4,1028.9,51,41.2,219.6,19,7,10,2022-08-09T05:30:02,2022-08-09T20:59:14,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06180099999,02615099999,E7634,06170099999,06188099999,02635099999"
Copenhagen,2022-08-10,22.2,12.7,18.1,22.2,12.7,18.1,12.6,71.7,0,0,0,,0,0,29.9,16.5,153.9,1028.7,42.3,45.4,222.6,19.1,7,10,2022-08-10T05:31:56,2022-08-10T20:57:02,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06180099999,06174099999,E7634,ESMS,06170099999,02611099999,06188099999,02635099999,EKCH,06156099999,02636099999,EKRK"
Copenhagen,2022-08-11,24.8,13.7,19.7,24.8,13.7,19.7,12.9,67.6,0,0,0,,0,0,21.6,17.6,188.9,1025.9,0.5,50.5,262.3,22.6,8,10,2022-08-11T05:33:51,2022-08-11T20:54:48,0.48,Clear,Clear conditions throughout the day.,clear-day,"06180099999,02615099999,E7634,06170099999,06188099999,02635099999"
Copenhagen,2022-08-12,26.6,14.2,20.6,26.6,14.2,20.6,13.6,67.7,0,0,0,,0,0,25.2,14.7,151.5,1023.9,6.3,42.6,268.4,23.1,8,10,2022-08-12T05:35:46,2022-08-12T20:52:33,0.5,Clear,Clear conditions throughout the day.,clear-day,"06180099999,02615099999,E7634,06170099999,06188099999,02635099999"
Copenhagen,2022-08-13,27.6,15.5,21.3,27.2,15.5,21.3,13.8,65.9,0,0,0,,0,0,18,10.5,108.6,1021.2,5.1,44.3,260.2,22.5,8,10,2022-08-13T05:37:41,2022-08-13T20:50:17,0.54,Clear,Clear conditions throughout the day.,clear-day,"06180099999,02615099999,E7634,06170099999,06188099999,02635099999"
Copenhagen,2022-08-14,27.6,16.7,22.3,27.6,16.7,22.3,14.7,65,0,0,0,,0,0,28.8,16.6,89.4,1015.5,36.4,44.6,243.5,21,8,10,2022-08-14T05:39:36,2022-08-14T20:47:59,0.58,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"06180099999,02615099999,E7634,06170099999,06188099999,02635099999"
Copenhagen,2022-08-15,27.6,18.1,22.7,28.6,18.1,22.8,17.5,73.6,0.323,100,12.5,rain,0,0,39.6,20.4,105.1,1008,49.4,34.1,220.9,19,7,10,2022-08-15T05:41:32,2022-08-15T20:45:40,0.61,"Rain, Partially cloudy",Clearing in the afternoon with rain clearing later.,rain,"06180099999,02615099999,E7634,06170099999,06188099999,02635099999"
Copenhagen,2022-08-16,25.5,19.6,21.9,25.5,19.6,21.9,18.5,81.8,1.856,100,16.67,rain,0,0,28.8,21,152.2,1007.3,47.5,25.4,160.9,13.9,6,10,2022-08-16T05:43:27,2022-08-16T20:43:21,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"06180099999,02615099999,E7634,06170099999,06188099999,02635099999,06156099999"
Copenhagen,2022-08-17,25,16.9,21.4,25,16.9,21.4,17.1,77.4,0,0,0,,0,0,22.5,12.6,80,1012.5,54.2,20.3,185.4,16.1,6,10,2022-08-17T05:45:23,2022-08-17T20:40:59,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06180099999,02615099999,E7634,06170099999,02611099999,06188099999,02635099999,06181099999"
Copenhagen,2022-08-18,27.5,18.1,22,28.4,18.1,22.1,17.6,77.2,5.11,100,25,rain,0,0,36,22.7,109.7,1012.7,55.9,25.9,218.6,18.9,7,10,2022-08-18T05:47:19,2022-08-18T20:38:37,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"06180099999,D6801,02615099999,E7634,06170099999,06188099999,02635099999"
Copenhagen,2022-08-19,22.8,19,20.9,22.8,19,20.9,19.5,92.2,4.593,100,29.17,rain,0,0,18,13.5,345.2,1011.7,66.6,7.9,69.3,6,3,10,2022-08-19T05:49:15,2022-08-19T20:36:14,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06180099999,02615099999,E7634,06170099999,06188099999,02635099999"
Copenhagen,2022-08-20,21.9,17.5,19.8,21.9,17.5,19.8,15.4,77.1,0,0,0,rain,0,0,41.7,21.2,334.6,1013.3,55.2,31.6,200,17.3,7,10,2022-08-20T05:51:11,2022-08-20T20:33:50,0.77,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06180099999,E7634,06170099999,06188099999,02635099999"
Copenhagen,2022-08-21,23.5,13.5,19.2,23.5,13.5,19.2,12.6,67.4,0.082,100,4.17,rain,0,0,30.4,18.7,226.7,1014.8,51.5,49.1,211.8,18.4,7,10,2022-08-21T05:53:06,2022-08-21T20:31:25,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"06180099999,E7634,06170099999,06188099999,02635099999"
Copenhagen,2022-08-22,21.1,12,18,21.1,12,18,10.6,63.9,0.083,100,4.17,rain,0,0,26.1,9.9,55.1,1018.4,44.5,48.6,190.4,16.5,8,10,2022-08-22T05:55:02,2022-08-22T20:28:59,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"06180099999,02615099999,E7634,06170099999,06188099999,02635099999"
Copenhagen,2022-08-23,24.3,15.8,19.4,24.3,15.8,19.4,12,64.8,0,0,0,,0,0,25.2,14.2,96,1020.8,39,53.6,242.2,20.7,7,10,2022-08-23T05:56:58,2022-08-23T20:26:32,0.87,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"06180099999,E7634,06170099999,06188099999,02635099999"
Copenhagen,2022-08-24,23.9,15.6,19.7,23.9,15.6,19.7,13.6,69.6,0,0,0,,0,0,21.6,13.7,119.7,1023.2,14.1,51.8,242.2,20.9,7,10,2022-08-24T05:58:54,2022-08-24T20:24:05,0.9,Clear,Clear conditions throughout the day.,clear-day,"06180099999,02615099999,06174099999,E7634,06170099999,06188099999,02635099999"
Copenhagen,2022-08-25,22.9,17.1,19.7,22.9,17.1,19.7,16,80.4,0.251,100,4.17,rain,0,0,28.8,21.2,83,1022.8,55.1,48.2,176.8,15.4,6,10,2022-08-25T06:00:50,2022-08-25T20:21:36,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"06180099999,E7634,06170099999,06188099999,02635099999"
Copenhagen,2022-08-26,24.5,18.5,21.2,24.5,18.5,21.2,17.6,80.9,0.171,100,12.5,rain,0,0,21.6,14.7,113.1,1016.5,65.1,31.8,223.9,19.1,7,10,2022-08-26T06:02:46,2022-08-26T20:19:07,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06180099999,E4498,02615099999,06174099999,E7634,06170099999,06188099999,02635099999"
Copenhagen,2022-08-27,20,18.5,19.6,20,18.5,19.6,18.4,92.8,30.857,100,75,rain,0,0,35.7,16.1,344.4,1013.4,86.1,17.6,60,5,3,10,2022-08-27T06:04:42,2022-08-27T20:16:37,0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"06180099999,02615099999,E7634,06170099999,06188099999,02635099999"
Copenhagen,2022-08-28,21.1,16.6,18.8,21.1,16.6,18.8,16.2,85.3,0.214,100,8.33,rain,0,0,34.2,21.1,275.7,1013.9,73.4,33.3,119.9,10.4,5,10,2022-08-28T06:06:37,2022-08-28T20:14:07,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"06180099999,02615099999,E7634,06170099999,06188099999,02635099999"
Copenhagen,2022-08-29,18.4,15.5,16.8,18.4,15.5,16.8,12.4,75.7,0.014,100,8.33,rain,0,0,32.5,23,8.2,1018.9,93.3,60.7,104.2,8.9,5,10,2022-08-29T06:08:33,2022-08-29T20:11:35,0.07,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"06180099999,02615099999,E7634,06170099999,06188099999,02635099999"
Copenhagen,2022-08-30,19.7,13.4,16.7,19.7,13.4,16.7,8.7,60.1,0,0,0,,0,0,32.4,22.4,8.6,1024.4,32.8,65.6,243.8,20.9,7,10,2022-08-30T06:10:29,2022-08-30T20:09:04,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06180099999,D6801,02615099999,06174099999,E7634,06170099999,06188099999,02635099999"
Copenhagen,2022-08-31,19.9,11.6,16.3,19.9,11.6,16.3,9.3,64.7,0,0,0,,0,0,23.3,20.5,13.7,1026.1,57.4,65,213,18.6,7,10,2022-08-31T06:12:24,2022-08-31T20:06:31,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06180099999,02615099999,E7634,06170099999,06188099999,02635099999"
Copenhagen,2022-09-01,19.7,11.4,15.9,19.7,11.4,15.9,7.6,59.7,0,0,0,,0,0,25.2,12.5,40.2,1025.5,21.6,62.9,234.7,20.4,7,10,2022-09-01T06:14:20,2022-09-01T20:03:58,0.18,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"06180099999,06154099999,02615099999,E7634,06170099999,06188099999,02635099999,EKCH"
Copenhagen,2022-09-02,20.3,10.1,15.6,20.3,10.1,15.6,9.3,69.1,0.079,100,4.17,rain,0,0,38.1,23.1,82.7,1023.2,21.2,61.4,230.4,19.9,7,10,2022-09-02T06:16:15,2022-09-02T20:01:25,0.22,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"06180099999,02615099999,E7634,06170099999,06188099999,02635099999"
Copenhagen,2022-09-03,19,15.1,16.7,19,15.1,16.7,11.2,70.3,0.704,100,12.5,rain,0,0,50.4,25.7,102.6,1022.8,73.5,64.5,90.9,8.1,3,10,2022-09-03T06:18:11,2022-09-03T19:58:51,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06180099999,D6801,02615099999,E7634,06170099999,06188099999"
Copenhagen,2022-09-04,20,14.1,16.9,20,14.1,16.9,9.1,61,0,0,0,,0,0,50.4,26.8,102.9,1025.8,41.7,66.1,217.8,19,8,10,2022-09-04T06:20:06,2022-09-04T19:56:16,0.29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06180099999,02615099999,06174099999,E7634,06170099999,06188099999"
Copenhagen,2022-09-05,20.5,14.6,17.2,20.5,14.6,17.2,10.7,66.6,0,0,0,,0,0,46.8,25.6,103.2,1028.8,53.7,63.9,201.8,17.5,7,10,2022-09-05T06:22:02,2022-09-05T19:53:41,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06180099999,02615099999,E7634,06170099999,02611099999,06188099999"
Copenhagen,2022-09-06,19.1,14.9,16.6,19.1,14.9,16.6,9.8,64.9,0.072,100,20.83,rain,0,0,50.4,26.4,105.9,1025.2,54.3,62.2,156.7,13.5,6,10,2022-09-06T06:23:57,2022-09-06T19:51:06,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"06180099999,02615099999,06174099999,E7634,06170099999,06188099999,06156099999"
Copenhagen,2022-09-07,20.4,13.5,16.6,20.4,13.5,16.6,10.1,66.6,0.244,100,25,rain,0,0,54,27.6,94.5,1018.7,62.6,57.7,146.3,12.7,6,10,2022-09-07T06:25:52,2022-09-07T19:48:31,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06180099999,02615099999,E7634,06170099999,06188099999"
Copenhagen,2022-09-08,19.7,14.5,16.7,19.7,14.5,16.7,10.8,69.6,6.537,100,25,rain,0,0,65.2,44.4,85.7,1014.7,83.9,44.9,128.6,11.2,6,10,2022-09-08T06:27:47,2022-09-08T19:45:55,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06180099999,D6801,02615099999,E7634,06170099999,06188099999"
Copenhagen,2022-09-09,18.3,13.5,15.7,18.3,13.5,15.7,13.1,85,13.597,100,37.5,rain,0,0,61.5,34.5,115.3,1011.1,77.7,29.3,130.4,11.2,6,10,2022-09-09T06:29:42,2022-09-09T19:43:18,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"06180099999,02615099999,E7634,06170099999,06188099999"
Copenhagen,2022-09-10,18.7,14.3,16.4,18.7,14.3,16.4,13.4,82.9,0.905,100,25,rain,0,0,43.2,18.1,35.9,1013.6,83.2,45.8,174.3,15,7,10,2022-09-10T06:31:38,2022-09-10T19:40:42,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06180099999,02615099999,06174099999,E7634,06170099999,06188099999"
