"STATION","NAME","DATE","PRCP","TMAX","TMIN", "PRICES"
"SWE00137534","MALMO A, SW","2017-06-03","0.00","65","50"
"SWE00137534","MALMO A, SW","2017-06-04","0.20","61","53"
"SWE00137534","MALMO A, SW","2017-06-05","0.00","67","51"
"SWE00137534","MALMO A, SW","2017-06-06","0.94","72","52"
"SWE00137534","MALMO A, SW","2017-06-07","0.39","66","53"
"SWE00137534","MALMO A, SW","2017-06-08","0.06","66","52"
"SWE00137534","MALMO A, SW","2017-06-09","0.15","72","55"
"SWE00137534","MALMO A, SW","2017-06-10","0.00","69","56"
"SWE00137534","MALMO A, SW","2017-06-11","0.08","75","54"
"SWE00137534","MALMO A, SW","2017-06-12","0.17","70","55"
"SWE00137534","MALMO A, SW","2017-06-13","0.00","65","56"
"SWE00137534","MALMO A, SW","2017-06-14","0.00","70","55"
"SWE00137534","MALMO A, SW","2017-06-15","0.53","72","53"
"SWE00137534","MALMO A, SW","2017-06-16","0.56","66","55"
"SWE00137534","MALMO A, SW","2017-06-17","0.00","71","56"
"SWE00137534","MALMO A, SW","2017-06-18","0.00","79","53"
"SWE00137534","MALMO A, SW","2017-06-19","0.00","78","60"
"SWE00137534","MALMO A, SW","2017-06-20","0.00","76","61"
"SWE00137534","MALMO A, SW","2017-06-21","0.00","67","55"
"SWE00137534","MALMO A, SW","2017-06-22","0.56","67","53"
"SWE00137534","MALMO A, SW","2017-06-23","0.01","67","58"
"SWE00137534","MALMO A, SW","2017-06-24","0.21","67","59"
"SWE00137534","MALMO A, SW","2017-06-25","0.00","67","55"
"SWE00137534","MALMO A, SW","2017-06-26","0.00","66","55"
"SWE00137534","MALMO A, SW","2017-06-27","0.00","65","52"
"SWE00137534","MALMO A, SW","2017-06-28","0.00","69","46"
"SWE00137534","MALMO A, SW","2017-06-29","0.07","64","57"
"SWE00137534","MALMO A, SW","2017-06-30","1.00","61","58"
"SWE00137534","MALMO A, SW","2017-07-01","0.11","61","56"
"SWE00137534","MALMO A, SW","2017-07-02","0.00","67","54"
"SWE00137534","MALMO A, SW","2017-07-03","0.62","65","53"
"SWE00137534","MALMO A, SW","2017-07-04","0.02","69","52"
"SWE00137534","MALMO A, SW","2017-07-05","0.00","67","54"
"SWE00137534","MALMO A, SW","2017-07-06","0.00","69","51"
"SWE00137534","MALMO A, SW","2017-07-07","0.04","72","55"
"SWE00137534","MALMO A, SW","2017-07-08","0.22","72","59"
"SWE00137534","MALMO A, SW","2017-07-09","0.00","69","55"
"SWE00137534","MALMO A, SW","2017-07-10","0.01","68","51"
"SWE00137534","MALMO A, SW","2017-07-11","0.00","70","55"
"SWE00137534","MALMO A, SW","2017-07-12","0.11","67","58"
"SWE00137534","MALMO A, SW","2017-07-13","0.00","69","56"
"SWE00137534","MALMO A, SW","2017-07-14","0.00","67","52"
"SWE00137534","MALMO A, SW","2017-07-15","0.00","72","48"
"SWE00137534","MALMO A, SW","2017-07-16","0.21","67","53"
"SWE00137534","MALMO A, SW","2017-07-17","0.00","70","54"
"SWE00137534","MALMO A, SW","2017-07-18","0.00","67","56"
"SWE00137534","MALMO A, SW","2017-07-19","0.00","71","58"
"SWE00137534","MALMO A, SW","2017-07-20","0.15","74","53"
"SWE00137534","MALMO A, SW","2017-07-21","0.06","67","60"
"SWE00137534","MALMO A, SW","2017-07-22","0.01","72","57"
"SWE00137534","MALMO A, SW","2017-07-23","0.54","70","60"
"SWE00137534","MALMO A, SW","2017-07-24","0.03","69","58"
"SWE00137534","MALMO A, SW","2017-07-25","0.08","64","57"
"SWE00137534","MALMO A, SW","2017-07-26","0.00","73","58"
"SWE00137534","MALMO A, SW","2017-07-27","0.01","73","57"
"SWE00137534","MALMO A, SW","2017-07-28","0.00","69","54"
"SWE00137534","MALMO A, SW","2017-07-29","0.31","69","57"
"SWE00137534","MALMO A, SW","2017-07-30","0.04","74","53"
"SWE00137534","MALMO A, SW","2017-07-31","0.01","73","56"
"SWE00137534","MALMO A, SW","2017-08-01","0.18","77","57"
"SWE00137534","MALMO A, SW","2017-08-02","0.00","73","56"
"SWE00137534","MALMO A, SW","2017-08-03","0.37","68","57"
"SWE00137534","MALMO A, SW","2017-08-04","0.07","69","61"
"SWE00137534","MALMO A, SW","2017-08-05","0.00","72","58"
"SWE00137534","MALMO A, SW","2017-08-06","0.02","70","58"
"SWE00137534","MALMO A, SW","2017-08-07","0.00","71","54"
"SWE00137534","MALMO A, SW","2017-08-08","0.02","76","59"
"SWE00137534","MALMO A, SW","2017-08-09","0.00","72","63"
"SWE00137534","MALMO A, SW","2017-08-10","0.00","74","57"
"SWE00137534","MALMO A, SW","2017-08-11","0.01","71","51"
"SWE00137534","MALMO A, SW","2017-08-12","0.05","68","59"
"SWE00137534","MALMO A, SW","2017-08-13","0.00","70","56"
"SWE00137534","MALMO A, SW","2017-08-14","0.00","70","48"
"SWE00137534","MALMO A, SW","2017-08-15","0.09","75","46"
"SWE00137534","MALMO A, SW","2017-08-16","0.00","73","62"
"SWE00137534","MALMO A, SW","2017-08-17","0.47","72","48"
"SWE00137534","MALMO A, SW","2017-08-18","0.13","70","61"
"SWE00137534","MALMO A, SW","2017-08-19","0.02","68","59"
"SWE00137534","MALMO A, SW","2017-08-20","0.09","68","57"
"SWE00137534","MALMO A, SW","2017-08-21","0.08","70","56"
"SWE00137534","MALMO A, SW","2017-08-22","0.00","70","58"
"SWE00137534","MALMO A, SW","2017-08-23","0.00","70","51"
"SWE00137534","MALMO A, SW","2017-08-24","0.00","70","44"
"SWE00137534","MALMO A, SW","2017-08-25","0.00","72","59"
"SWE00137534","MALMO A, SW","2017-08-26","0.23","69","55"
"SWE00137534","MALMO A, SW","2017-08-27","0.10","70","58"
"SWE00137534","MALMO A, SW","2017-08-28","0.00","71","51"
"SWE00137534","MALMO A, SW","2017-08-29","0.00","74","56"
"SWE00137534","MALMO A, SW","2017-08-30","0.19","76","63"
"SWE00137534","MALMO A, SW","2017-08-31","0.01","71","60"
"SWE00137534","MALMO A, SW","2017-09-01","0.00","67","53"
"SWE00137534","MALMO A, SW","2017-09-02","0.00","66","48"
"SWE00137534","MALMO A, SW","2017-09-03","0.00","69","45"
"SWE00137534","MALMO A, SW","2017-09-04","0.00","65","53"
"SWE00137534","MALMO A, SW","2017-09-05","0.00","66","59"
"SWE00137534","MALMO A, SW","2017-09-06","0.86","65","58"
"SWE00137534","MALMO A, SW","2017-09-07","0.19","58","54"
"SWE00137534","MALMO A, SW","2017-09-08","0.52","59","53"
"SWE00137534","MALMO A, SW","2017-09-09","0.39","62","56"
"SWE00137534","MALMO A, SW","2017-09-10","0.00","65","48"
"SWE00137534","MALMO A, SW","2017-09-11","0.03","62","54"
"SWE00137534","MALMO A, SW","2017-09-12","0.00","64","55"
"SWE00137534","MALMO A, SW","2017-09-13","0.72","59","53"
"SWE00137534","MALMO A, SW","2017-09-14","0.57","58","51"
"SWE00137534","MALMO A, SW","2017-09-15","0.04","63","51"
"SWE00137534","MALMO A, SW","2017-09-16","0.00","62","51"
"SWE00137534","MALMO A, SW","2017-09-17","0.11","62","44"
"SWE00137534","MALMO A, SW","2017-09-18","0.01","64","40"
"SWE00137534","MALMO A, SW","2017-09-19","0.06","64","48"
"SWE00137534","MALMO A, SW","2017-09-20","0.00","64","53"
"SWE00137534","MALMO A, SW","2017-09-21","0.00","65","46"
"SWE00137534","MALMO A, SW","2017-09-22","0.01","57","40"
"SWE00137534","MALMO A, SW","2017-09-23","0.02","63","53"
"SWE00137534","MALMO A, SW","2017-09-24","0.00","70","56"
"SWE00137534","MALMO A, SW","2017-09-25","0.00","66","53"
"SWE00137534","MALMO A, SW","2017-09-26","0.00","66","56"
"SWE00137534","MALMO A, SW","2017-09-27","0.00","68","54"
"SWE00137534","MALMO A, SW","2017-09-28","0.03","62","55"
"SWE00137534","MALMO A, SW","2017-09-29","0.00","63","54"
"SWE00137534","MALMO A, SW","2017-09-30","0.00","61","51"
"SWE00137534","MALMO A, SW","2017-10-01","0.03","59","52"
"SWE00137534","MALMO A, SW","2017-10-02","0.63","58","51"
"SWE00137534","MALMO A, SW","2017-10-03","0.00","62","53"
"SWE00137534","MALMO A, SW","2017-10-04","0.14","56","47"
"SWE00137534","MALMO A, SW","2017-10-05","0.00","53","49"
"SWE00137534","MALMO A, SW","2017-10-06","0.00","61","47"
"SWE00137534","MALMO A, SW","2017-10-07","0.65","52","48"
"SWE00137534","MALMO A, SW","2017-10-08","0.04","54","43"
"SWE00137534","MALMO A, SW","2017-10-09","0.00","54","47"
"SWE00137534","MALMO A, SW","2017-10-10","0.13","56","39"
"SWE00137534","MALMO A, SW","2017-10-11","0.19","58","52"
"SWE00137534","MALMO A, SW","2017-10-12","0.03","58","51"
"SWE00137534","MALMO A, SW","2017-10-13","0.00","60","49"
"SWE00137534","MALMO A, SW","2017-10-14","0.06","61","54"
"SWE00137534","MALMO A, SW","2017-10-15","0.00","62","55"
"SWE00137534","MALMO A, SW","2017-10-16","0.00","60","51"
"SWE00137534","MALMO A, SW","2017-10-17","0.00","60","52"
"SWE00137534","MALMO A, SW","2017-10-18","0.33","57","53"
"SWE00137534","MALMO A, SW","2017-10-19","0.01","55","50"
"SWE00137534","MALMO A, SW","2017-10-20","0.23","54","51"
"SWE00137534","MALMO A, SW","2017-10-21","0.19","54","52"
"SWE00137534","MALMO A, SW","2017-10-22","0.06","56","47"
"SWE00137534","MALMO A, SW","2017-10-23","0.12","52","43"
"SWE00137534","MALMO A, SW","2017-10-24","0.36","51","45"
"SWE00137534","MALMO A, SW","2017-10-25","0.05","58","50"
"SWE00137534","MALMO A, SW","2017-10-26","0.03","56","52"
"SWE00137534","MALMO A, SW","2017-10-27","0.00","53","47"
"SWE00137534","MALMO A, SW","2017-10-28","0.20","54","49"
"SWE00137534","MALMO A, SW","2017-10-29","0.00","51","41"
"SWE00137534","MALMO A, SW","2017-10-30","0.00","45","38"
"SWE00137534","MALMO A, SW","2017-10-31","0.02","50","32"
"SWE00137534","MALMO A, SW","2017-11-01","0.33","55","49"
"SWE00137534","MALMO A, SW","2017-11-02","0.00","54","49"
"SWE00137534","MALMO A, SW","2017-11-03","0.01","51","36"
"SWE00137534","MALMO A, SW","2017-11-04","0.00","53","47"
"SWE00137534","MALMO A, SW","2017-11-05","0.09","54","47"
"SWE00137534","MALMO A, SW","2017-11-06","0.00","51","39"
"SWE00137534","MALMO A, SW","2017-11-07","0.01","50","30"
"SWE00137534","MALMO A, SW","2017-11-08","0.00","49","32"
"SWE00137534","MALMO A, SW","2017-11-09","0.05","47","43"
"SWE00137534","MALMO A, SW","2017-11-10","0.17","48","44"
"SWE00137534","MALMO A, SW","2017-11-11","0.01","46","41"
"SWE00137534","MALMO A, SW","2017-11-12","0.00","46","41"
"SWE00137534","MALMO A, SW","2017-11-13","0.00","42","29"
"SWE00137534","MALMO A, SW","2017-11-14","0.20","47","28"
"SWE00137534","MALMO A, SW","2017-11-15","0.00","49","43"
"SWE00137534","MALMO A, SW","2017-11-16","0.07","47","35"
"SWE00137534","MALMO A, SW","2017-11-17","0.00","47","42"
"SWE00137534","MALMO A, SW","2017-11-18","0.24","44","40"
"SWE00137534","MALMO A, SW","2017-11-19","0.12","43","37"
"SWE00137534","MALMO A, SW","2017-11-20","0.00","42","27"
"SWE00137534","MALMO A, SW","2017-11-21","0.37","36","28"
"SWE00137534","MALMO A, SW","2017-11-22","0.32","49","33"
"SWE00137534","MALMO A, SW","2017-11-23","0.03","51","46"
"SWE00137534","MALMO A, SW","2017-11-24","0.10","51","40"
"SWE00137534","MALMO A, SW","2017-11-25","0.00","43","31"
"SWE00137534","MALMO A, SW","2017-11-26","0.10","43","36"
"SWE00137534","MALMO A, SW","2017-11-27","0.51","43","39"
"SWE00137534","MALMO A, SW","2017-11-28","0.24","44","39"
"SWE00137534","MALMO A, SW","2017-11-29","0.10","42","33"
"SWE00137534","MALMO A, SW","2017-11-30","0.00","39","29"
"SWE00137534","MALMO A, SW","2017-12-01","0.00","39","33"
"SWE00137534","MALMO A, SW","2017-12-02","0.09","40","29"
"SWE00137534","MALMO A, SW","2017-12-03","0.25","43","37"
"SWE00137534","MALMO A, SW","2017-12-04","0.00","43","37"
"SWE00137534","MALMO A, SW","2017-12-05","0.01","48","37"
"SWE00137534","MALMO A, SW","2017-12-06","0.13","48","44"
"SWE00137534","MALMO A, SW","2017-12-07","0.13","47","42"
"SWE00137534","MALMO A, SW","2017-12-08","0.00","43","39"
"SWE00137534","MALMO A, SW","2017-12-09","0.01","41","37"
"SWE00137534","MALMO A, SW","2017-12-10","0.03","38","34"
"SWE00137534","MALMO A, SW","2017-12-11","0.38","35","31"
"SWE00137534","MALMO A, SW","2017-12-12","0.00","37","32"
"SWE00137534","MALMO A, SW","2017-12-13","0.37","38","35"
"SWE00137534","MALMO A, SW","2017-12-14","0.09","41","33"
"SWE00137534","MALMO A, SW","2017-12-15","0.01","40","36"
"SWE00137534","MALMO A, SW","2017-12-16","0.01","38","32"
"SWE00137534","MALMO A, SW","2017-12-17","0.00","35","27"
"SWE00137534","MALMO A, SW","2017-12-18","0.00","37","29"
"SWE00137534","MALMO A, SW","2017-12-19","0.00","40","34"
"SWE00137534","MALMO A, SW","2017-12-20","0.05","42","33"
"SWE00137534","MALMO A, SW","2017-12-21","0.00","45","40"
"SWE00137534","MALMO A, SW","2017-12-22","0.10","44","40"
"SWE00137534","MALMO A, SW","2017-12-23","0.00","49","40"
"SWE00137534","MALMO A, SW","2017-12-24","0.43","50","45"
"SWE00137534","MALMO A, SW","2017-12-25","0.04","47","45"
"SWE00137534","MALMO A, SW","2017-12-26","0.01","45","41"
"SWE00137534","MALMO A, SW","2017-12-27","0.05","42","39"
"SWE00137534","MALMO A, SW","2017-12-28","0.01","42","36"
"SWE00137534","MALMO A, SW","2017-12-29","0.00","41","37"
"SWE00137534","MALMO A, SW","2017-12-30","0.30","38","31"
"SWE00137534","MALMO A, SW","2017-12-31","0.33","46","34"
"SWE00137534","MALMO A, SW","2018-01-01","0.04","45","41"
"SWE00137534","MALMO A, SW","2018-01-02","0.00","42","38"
"SWE00137534","MALMO A, SW","2018-01-03","0.58","42","36"
"SWE00137534","MALMO A, SW","2018-01-04","0.13","41","33"
"SWE00137534","MALMO A, SW","2018-01-05","0.02","38","36"
"SWE00137534","MALMO A, SW","2018-01-06","0.06","38","30"
"SWE00137534","MALMO A, SW","2018-01-07","0.00","36","20"
"SWE00137534","MALMO A, SW","2018-01-08","0.00","37","26"
"SWE00137534","MALMO A, SW","2018-01-09","0.00","41","30"
"SWE00137534","MALMO A, SW","2018-01-10","0.03","40","36"
"SWE00137534","MALMO A, SW","2018-01-11","0.03","39","37"
"SWE00137534","MALMO A, SW","2018-01-12","0.00","37","35"
"SWE00137534","MALMO A, SW","2018-01-13","0.00","35","31"
"SWE00137534","MALMO A, SW","2018-01-14","0.00","33","29"
"SWE00137534","MALMO A, SW","2018-01-15","0.41","36","29"
"SWE00137534","MALMO A, SW","2018-01-16","0.02","40","33"
"SWE00137534","MALMO A, SW","2018-01-17","0.04","38","34"
"SWE00137534","MALMO A, SW","2018-01-18","0.03","37","33"
"SWE00137534","MALMO A, SW","2018-01-19","0.00","37","32"
"SWE00137534","MALMO A, SW","2018-01-20","0.06","37","32"
"SWE00137534","MALMO A, SW","2018-01-21","0.00","35","29"
"SWE00137534","MALMO A, SW","2018-01-22","0.00","35","27"
"SWE00137534","MALMO A, SW","2018-01-23","0.33","36","31"
"SWE00137534","MALMO A, SW","2018-01-24","0.07","49","36"
"SWE00137534","MALMO A, SW","2018-01-25","0.00","50","42"
"SWE00137534","MALMO A, SW","2018-01-26","0.00","43","36"
"SWE00137534","MALMO A, SW","2018-01-27","0.32","43","38"
"SWE00137534","MALMO A, SW","2018-01-28","0.05","45","40"
"SWE00137534","MALMO A, SW","2018-01-29","0.07","47","41"
"SWE00137534","MALMO A, SW","2018-01-30","0.00","44","39"
"SWE00137534","MALMO A, SW","2018-01-31","0.43","42","37"
"SWE00137534","MALMO A, SW","2018-02-01","0.01","42","36"
"SWE00137534","MALMO A, SW","2018-02-02","0.38","39","36"
"SWE00137534","MALMO A, SW","2018-02-03","0.01","36","25"
"SWE00137534","MALMO A, SW","2018-02-04","0.00","35","24"
"SWE00137534","MALMO A, SW","2018-02-05","0.00","31","18"
"SWE00137534","MALMO A, SW","2018-02-06","0.00","31","16"
"SWE00137534","MALMO A, SW","2018-02-07","0.00","34","20"
"SWE00137534","MALMO A, SW","2018-02-08","0.00","39","26"
"SWE00137534","MALMO A, SW","2018-02-09","0.00","34","26"
"SWE00137534","MALMO A, SW","2018-02-10","0.00","34","22"
"SWE00137534","MALMO A, SW","2018-02-11","0.09","36","26"
"SWE00137534","MALMO A, SW","2018-02-12","0.00","39","35"
"SWE00137534","MALMO A, SW","2018-02-13","0.00","36","33"
"SWE00137534","MALMO A, SW","2018-02-14","0.00","39","24"
"SWE00137534","MALMO A, SW","2018-02-15","0.09","34","30"
"SWE00137534","MALMO A, SW","2018-02-16","0.03","42","32"
"SWE00137534","MALMO A, SW","2018-02-17","0.00","40","35"
"SWE00137534","MALMO A, SW","2018-02-18","0.00","39","30"
"SWE00137534","MALMO A, SW","2018-02-19","0.00","38","30"
"SWE00137534","MALMO A, SW","2018-02-20","0.00","37","30"
"SWE00137534","MALMO A, SW","2018-02-21","0.02","39","31"
"SWE00137534","MALMO A, SW","2018-02-22","0.00","36","26"
"SWE00137534","MALMO A, SW","2018-02-23","0.00","34","19"
"SWE00137534","MALMO A, SW","2018-02-24","0.00","33","23"
"SWE00137534","MALMO A, SW","2018-02-25","0.00","31","22"
"SWE00137534","MALMO A, SW","2018-02-26","0.00","31","18"
"SWE00137534","MALMO A, SW","2018-02-27","0.13","27","18"
"SWE00137534","MALMO A, SW","2018-02-28","0.14","21","13"
"SWE00137534","MALMO A, SW","2018-03-01","0.04","26","15"
"SWE00137534","MALMO A, SW","2018-03-02","0.04","28","21"
"SWE00137534","MALMO A, SW","2018-03-03","0.03","32","24"
"SWE00137534","MALMO A, SW","2018-03-04","0.00","30","26"
"SWE00137534","MALMO A, SW","2018-03-05","0.03","32","27"
"SWE00137534","MALMO A, SW","2018-03-06","0.00","43","26"
"SWE00137534","MALMO A, SW","2018-03-07","0.27","36","32"
"SWE00137534","MALMO A, SW","2018-03-08","0.30","35","32"
"SWE00137534","MALMO A, SW","2018-03-09","0.11","37","30"
"SWE00137534","MALMO A, SW","2018-03-10","0.11","35","29"
"SWE00137534","MALMO A, SW","2018-03-11","0.09","39","30"
"SWE00137534","MALMO A, SW","2018-03-12","0.43","41","36"
"SWE00137534","MALMO A, SW","2018-03-13","0.14","40","36"
"SWE00137534","MALMO A, SW","2018-03-14","0.00","37","33"
"SWE00137534","MALMO A, SW","2018-03-15","0.00","34","31"
"SWE00137534","MALMO A, SW","2018-03-16","0.02","32","24"
"SWE00137534","MALMO A, SW","2018-03-17","0.01","31","21"
"SWE00137534","MALMO A, SW","2018-03-18","0.00","37","22"
"SWE00137534","MALMO A, SW","2018-03-19","0.07","38","17"
"SWE00137534","MALMO A, SW","2018-03-20","0.00","41","25"
"SWE00137534","MALMO A, SW","2018-03-21","0.25","40","23"
"SWE00137534","MALMO A, SW","2018-03-22","0.00","39","33"
"SWE00137534","MALMO A, SW","2018-03-23","0.00","37","33"
"SWE00137534","MALMO A, SW","2018-03-24","0.00","39","33"
"SWE00137534","MALMO A, SW","2018-03-25","0.00","47","36"
"SWE00137534","MALMO A, SW","2018-03-26","0.06","45","34"
"SWE00137534","MALMO A, SW","2018-03-27","0.26","39","31"
"SWE00137534","MALMO A, SW","2018-03-28","0.00","34","27"
"SWE00137534","MALMO A, SW","2018-03-29","0.11","34","31"
"SWE00137534","MALMO A, SW","2018-03-30","0.00","39","28"
"SWE00137534","MALMO A, SW","2018-03-31","0.00","36","27"
"SWE00137534","MALMO A, SW","2018-04-01","0.00","38","34"
"SWE00137534","MALMO A, SW","2018-04-02","0.02","45","32"
"SWE00137534","MALMO A, SW","2018-04-03","0.12","40","30"
"SWE00137534","MALMO A, SW","2018-04-04","0.37","58","39"
"SWE00137534","MALMO A, SW","2018-04-05","0.04","53","42"
"SWE00137534","MALMO A, SW","2018-04-06","0.00","51","37"
"SWE00137534","MALMO A, SW","2018-04-07","0.00","53","36"
"SWE00137534","MALMO A, SW","2018-04-08","0.00","61","44"
"SWE00137534","MALMO A, SW","2018-04-09","0.00","67","41"
"SWE00137534","MALMO A, SW","2018-04-10","0.00","54","44"
"SWE00137534","MALMO A, SW","2018-04-11","0.00","52","37"
"SWE00137534","MALMO A, SW","2018-04-12","0.00","55","40"
"SWE00137534","MALMO A, SW","2018-04-13","0.00","58","44"
"SWE00137534","MALMO A, SW","2018-04-14","0.04","59","44"
"SWE00137534","MALMO A, SW","2018-04-15","0.02","50","43"
"SWE00137534","MALMO A, SW","2018-04-16","0.00","61","40"
"SWE00137534","MALMO A, SW","2018-04-17","0.00","59","46"
"SWE00137534","MALMO A, SW","2018-04-18","0.00","68","44"
"SWE00137534","MALMO A, SW","2018-04-19","0.00","70","44"
"SWE00137534","MALMO A, SW","2018-04-20","0.00","73","48"
"SWE00137534","MALMO A, SW","2018-04-21","0.00","67","49"
"SWE00137534","MALMO A, SW","2018-04-22","0.00","62","37"
"SWE00137534","MALMO A, SW","2018-04-23","0.00","66","47"
"SWE00137534","MALMO A, SW","2018-04-24","0.06","58","46"
"SWE00137534","MALMO A, SW","2018-04-25","0.38","56","43"
"SWE00137534","MALMO A, SW","2018-04-26","0.09","54","44"
"SWE00137534","MALMO A, SW","2018-04-27","0.02","58","45"
"SWE00137534","MALMO A, SW","2018-04-28","0.00","64","45"
"SWE00137534","MALMO A, SW","2018-04-29","0.00","63","46"
"SWE00137534","MALMO A, SW","2018-04-30","0.09","64","45"
"SWE00137534","MALMO A, SW","2018-05-01","0.07","56","45"
"SWE00137534","MALMO A, SW","2018-05-02","0.00","57","44"
"SWE00137534","MALMO A, SW","2018-05-03","0.00","59","44"
"SWE00137534","MALMO A, SW","2018-05-04","0.00","59","38"
"SWE00137534","MALMO A, SW","2018-05-05","0.00","65","36"
"SWE00137534","MALMO A, SW","2018-05-06","0.00","69","39"
"SWE00137534","MALMO A, SW","2018-05-07","0.00","72","41"
"SWE00137534","MALMO A, SW","2018-05-08","0.00","73","42"
"SWE00137534","MALMO A, SW","2018-05-09","0.00","76","53"
"SWE00137534","MALMO A, SW","2018-05-10","0.13","75","51"
"SWE00137534","MALMO A, SW","2018-05-11","0.00","68","53"
"SWE00137534","MALMO A, SW","2018-05-12","0.00","65","46"
"SWE00137534","MALMO A, SW","2018-05-13","0.00","76","45"
"SWE00137534","MALMO A, SW","2018-05-14","0.00","81","52"
"SWE00137534","MALMO A, SW","2018-05-15","0.00","74","45"
"SWE00137534","MALMO A, SW","2018-05-16","0.00","80","48"
"SWE00137534","MALMO A, SW","2018-05-17","0.00","74","56"
"SWE00137534","MALMO A, SW","2018-05-18","0.00","68","51"
"SWE00137534","MALMO A, SW","2018-05-19","0.00","68","51"
"SWE00137534","MALMO A, SW","2018-05-20","0.00","70","46"
"SWE00137534","MALMO A, SW","2018-05-21","0.00","71","40"
"SWE00137534","MALMO A, SW","2018-05-22","0.00","74","51"
"SWE00137534","MALMO A, SW","2018-05-23","0.00","77","45"
"SWE00137534","MALMO A, SW","2018-05-24","0.00","77","46"
"SWE00137534","MALMO A, SW","2018-05-25","0.00","75","45"
"SWE00137534","MALMO A, SW","2018-05-26","0.00","76","52"
"SWE00137534","MALMO A, SW","2018-05-27","0.00","72","55"
"SWE00137534","MALMO A, SW","2018-05-28","0.00","81","57"
"SWE00137534","MALMO A, SW","2018-05-29","0.00","83","58"
"SWE00137534","MALMO A, SW","2018-05-30","0.00","84","60"
"SWE00137534","MALMO A, SW","2018-05-31","0.00","78","60"
"SWE00137534","MALMO A, SW","2018-06-01","0.00","83","54"
"SWE00137534","MALMO A, SW","2018-06-02","0.00","83","52"
"SWE00137534","MALMO A, SW","2018-06-03","0.00","83","54"
"SWE00137534","MALMO A, SW","2018-06-04","0.00","78","62"
"SWE00137534","MALMO A, SW","2018-06-05","0.00","77","58"
"SWE00137534","MALMO A, SW","2018-06-06","0.00","69","53"
"SWE00137534","MALMO A, SW","2018-06-07","0.00","74","49"
"SWE00137534","MALMO A, SW","2018-06-08","0.00","81","52"
"SWE00137534","MALMO A, SW","2018-06-09","0.00","82","51"
"SWE00137534","MALMO A, SW","2018-06-10","0.00","82","53"
"SWE00137534","MALMO A, SW","2018-06-11","0.00","69","61"
"SWE00137534","MALMO A, SW","2018-06-12","0.00","70","58"
"SWE00137534","MALMO A, SW","2018-06-13","0.30","72","58"
"SWE00137534","MALMO A, SW","2018-06-14","0.02","70","57"
"SWE00137534","MALMO A, SW","2018-06-15","0.00","71","58"
"SWE00137534","MALMO A, SW","2018-06-16","0.17","71","50"
"SWE00137534","MALMO A, SW","2018-06-17","0.06","71","58"
"SWE00137534","MALMO A, SW","2018-06-18","0.00","70","57"
"SWE00137534","MALMO A, SW","2018-06-19","0.00","72","60"
"SWE00137534","MALMO A, SW","2018-06-20","0.00","75","55"
"SWE00137534","MALMO A, SW","2018-06-21","0.10","72","57"
"SWE00137534","MALMO A, SW","2018-06-22","0.03","68","51"
"SWE00137534","MALMO A, SW","2018-06-23","0.00","70","53"
"SWE00137534","MALMO A, SW","2018-06-24","0.00","72","55"
"SWE00137534","MALMO A, SW","2018-06-25","0.00","74","53"
"SWE00137534","MALMO A, SW","2018-06-26","0.00","79","57"
"SWE00137534","MALMO A, SW","2018-06-27","0.00","75","53"
"SWE00137534","MALMO A, SW","2018-06-28","0.00","82","51"
"SWE00137534","MALMO A, SW","2018-06-29","0.00","76","61"
"SWE00137534","MALMO A, SW","2018-06-30","0.00","75","49"
"SWE00137534","MALMO A, SW","2018-07-01","0.00","74","50"
"SWE00137534","MALMO A, SW","2018-07-02","0.00","75","54"
"SWE00137534","MALMO A, SW","2018-07-03","0.00","80","61"
"SWE00137534","MALMO A, SW","2018-07-04","0.00","78","56"
"SWE00137534","MALMO A, SW","2018-07-05","0.00","71","61"
"SWE00137534","MALMO A, SW","2018-07-06","0.00","75","60"
"SWE00137534","MALMO A, SW","2018-07-07","0.00","77","57"
"SWE00137534","MALMO A, SW","2018-07-08","0.00","77","58"
"SWE00137534","MALMO A, SW","2018-07-09","0.00","74","59"
"SWE00137534","MALMO A, SW","2018-07-10","0.02","69","57"
"SWE00137534","MALMO A, SW","2018-07-11","0.00","80","60"
"SWE00137534","MALMO A, SW","2018-07-12","0.00","81","53"
"SWE00137534","MALMO A, SW","2018-07-13","0.00","85","56"
"SWE00137534","MALMO A, SW","2018-07-14","0.00","76","60"
"SWE00137534","MALMO A, SW","2018-07-15","0.00","76","54"
"SWE00137534","MALMO A, SW","2018-07-16","0.00","84","58"
"SWE00137534","MALMO A, SW","2018-07-17","0.07","78","62"
"SWE00137534","MALMO A, SW","2018-07-18","0.01","78","66"
"SWE00137534","MALMO A, SW","2018-07-19","0.00","78","64"
"SWE00137534","MALMO A, SW","2018-07-20","0.00","77","62"
"SWE00137534","MALMO A, SW","2018-07-21","0.00","82","62"
"SWE00137534","MALMO A, SW","2018-07-22","0.00","82","57"
"SWE00137534","MALMO A, SW","2018-07-23","0.00","79","55"
"SWE00137534","MALMO A, SW","2018-07-24","0.00","86","62"
"SWE00137534","MALMO A, SW","2018-07-25","0.00","92","59"
"SWE00137534","MALMO A, SW","2018-07-26","0.00","89","66"
"SWE00137534","MALMO A, SW","2018-07-27","0.00","88","61"
"SWE00137534","MALMO A, SW","2018-07-28","0.01","87","63"
"SWE00137534","MALMO A, SW","2018-07-29","0.00","80","67"
"SWE00137534","MALMO A, SW","2018-07-30","0.00","85","56"
